study_name,year,species,site_id,site_name,latitude,longitude,substrate,fund_source,deployment_date,retrieval_date,sample_id,lab,lab_sample_id,lab_set_name,lab_analysis_date,analyte,wet_value,blank_corrected_value,q_dalifier,units,reported_as,pct_solids,dry_value
MWPE,2013,Mytilus trossulus,WB_PCB03,"Penn Cove, Pre-test Baseline 3",NA,NA,NA,NA,NA,NA,13WB_PCB-MTW03,NOAA,119-1829,MW2905,2013-06-27T00:00:00Z,SumPCBs2x17,3.3,1.9,"D,B",ng/g,wet,16.2017804154302,20.368131868132
MWPE,2013,Mytilus trossulus,WB_TC,Triangle Cv,48.198531,-122.464646,mud,Stillaguamish Tribe,2012-11-14T00:00:00Z,2013-01-07T00:00:00Z,13WB_TC-MTW01,NOAA,119-1758,MW2888,2013-07-16T00:00:00Z,SumPCBs2x17,3.3,0.5,"D,B",ng/g,wet,12.6268320180383,26.1348214285715
MWPE,2013,Mytilus sp.,WB_EHN,Everett Hbr Natives,47.972103,-122.231625,sand,SCMRC,NA,2013-01-07T00:00:00Z,13WB_EHN-MXW01,NOAA,119-1926,MW2937,2013-10-30T00:00:00Z,SumPBDEs11,3.35,NA,"D,B,LOQ",ng/g,wet,11.6001985768658,28.8788159771754
MWPE,2013,Mytilus trossulus,CB_RW3,Tacoma Ruston Waterfront 3,47.2795385308563,-122.474302919581,cobble_sad,TPCPHD,2012-11-13T00:00:00Z,2013-01-09T00:00:00Z,13CPS_RW3-MTW01,NOAA,119-1626,MW2881,2013-05-22T00:00:00Z,SumPCBs2x17,3.4,3.4,D,ng/g,wet,14.094991504167,24.1220436280138
MWPE,2013,Mytilus trossulus,NPS_FBAR,"Fidalgo Bay Aq Res, Weaverling Spit",48.4824478833333,-122.583879266666,cobble_mud,DNR Aq.Rs.,2012-11-14T00:00:00Z,2013-01-08T00:00:00Z,13NPS_FBAR-MTW01,NOAA,119-1749,MW2888,2013-07-16T00:00:00Z,SumPCBs2x17,3.4,0.6,"D,B",ng/g,wet,14.8272807794508,22.9307048984469
MWPE,2013,Mytilus sp.,WB_CBN,Cavelero Bch Natives,48.17531,-122.478389,cobble_mud,Stillaguamish Tribe,NA,2013-01-07T00:00:00Z,13WB_CBN-MXW01,NOAA,119-1928,MW2937,2013-10-30T00:00:00Z,SumPCBs2x17,3.4,1.2,"D,B",ng/g,wet,15.1801641098822,22.3976498237369
MWPE,2013,Mytilus trossulus,WB_PCB05,"Penn Cove, Pre-test Baseline 5",NA,NA,NA,NA,NA,NA,13WB_PCB-MTW05,NOAA,119-1831,MW2905,2013-06-27T00:00:00Z,SumPCBs2x17,3.4,2,"D,B",ng/g,wet,15.1898734177215,22.3833333333334
MWPE,2013,Mytilus trossulus,HC_PGW,"Port Gamble, W",47.84206,-122.58505,mud_sand,Port Gamble S'klallam Tribe,2012-11-13T00:00:00Z,2013-01-08T00:00:00Z,13WPS_PGW-MTW01,NOAA,119-1770,MW2889,2013-07-22T00:00:00Z,SumPCBs2x17,3.4,2.69,"D,B",ng/g,wet,15.1959054006353,22.3744483159118
MWPE,2013,Mytilus trossulus,CPS_VF,"Vashon Ferry, N End Boat Ramp",47.5091,-122.46328,sand,NEP,2012-11-13T00:00:00Z,2013-01-09T00:00:00Z,CPS_VF,NOAA,119-1690,MW2885,2013-06-13T00:00:00Z,SumPCBs2x17,3.4,3.4,D,ng/g,wet,14.488468361916,23.4669387755102
MWPE,2013,Mytilus trossulus,CB_RW5,Tacoma Ruston Waterfront 5,47.2785499691963,-122.472689989954,mud_sand,TPCPHD,2012-11-13T00:00:00Z,2013-01-09T00:00:00Z,13CPS_RW5-MTW01,NOAA,119-1634,MW2882,2013-05-30T00:00:00Z,SumPCBs2x17,3.5,3.5,D,ng/g,wet,15.1174010935992,23.1521276595745
MWPE,2013,Mytilus trossulus,CPS_DB,Dumas Bay,47.32895,-122.390483333333,sand,NEP,2012-11-14T00:00:00Z,2013-01-10T00:00:00Z,CPS_DB,NOAA,119-1674,MW2884,2013-06-04T00:00:00Z,SumPCBs2x17,3.5,3.5,D,ng/g,wet,15.0546176762661,23.2486807387863
MWPE,2013,Mytilus trossulus,CB_RWPC,"Tacoma, Ruston Way, Puget Crk",47.2810781188309,-122.477146564051,cobble_sad,NEP,2012-11-13T00:00:00Z,2013-01-09T00:00:00Z,CPS_RWPC,NOAA,119-1682,MW2884,2013-06-04T00:00:00Z,SumPCBs2x17,3.5,3.5,D,ng/g,wet,15.665744764915,22.3417402269862
MWPE,2013,Mytilus trossulus,CB_HYW3,Hylebos Waterway 3,47.26923,-122.37507,cobble,TPCPHD,2012-11-14T00:00:00Z,2013-01-09T00:00:00Z,13CPS_HYW3-MTW01,NOAA,119-1617,MW2881,2013-05-22T00:00:00Z,SumPBDEs11,3.54,NA,D,ng/g,wet,14.5817774458551,24.2768758002561
PSMM2016,2016,Mytilus trossulus,EB_ME,"Elliott Bay, Myrtle Edwards",47.61862,-122.36108,cobble_gravel,King County,2015-10-26T00:00:00Z,2016-02-09T00:00:00Z,16EB_ME-MTW01,NOAA,119-3305,PS3343,2016-05-19T00:00:00Z,SumPBDEs11,3.55,NA,D,ng/g,wet,14.87703016,23.862289461138
MWPE,2013,Mytilus trossulus,CB_RW6,Tacoma Ruston Waterfront 6,47.2782700136303,-122.472090013325,mud_sand,TPCPHD,2012-11-13T00:00:00Z,2013-01-09T00:00:00Z,13CPS_RW6-MTW01,NOAA,119-1635,MW2882,2013-05-30T00:00:00Z,SumPCBs2x17,3.6,3.6,D,ng/g,wet,14.9286298754432,24.1147381242388
MWPE,2013,Mytilus trossulus,CB_RW8,Tacoma Ruston Waterfront 8,47.2774694580584,-122.468693247064,mud_sand,TPCPHD,2012-11-13T00:00:00Z,2013-01-09T00:00:00Z,13CPS_RW8-MTW01,NOAA,119-1637,MW2882,2013-05-30T00:00:00Z,SumPCBs2x17,3.6,3.6,D,ng/g,wet,13.1528509822712,27.3704918032787
MWPE,2013,Mytilus trossulus,SPS_ALYN,"Case Inlet, Allyn",47.38366,-122.82616,cobble_mud,NEP,2012-11-14T00:00:00Z,2013-01-10T00:00:00Z,SPS_ALYN,NOAA,119-1697,MW2885,2013-06-13T00:00:00Z,SumPCBs2x17,3.6,3.6,D,ng/g,wet,15.0825270347182,23.8686792452831
MWPE,2013,Mytilus trossulus,SPS_OBI,"Olympia, Budd Inlet, N Pt",47.0605,-122.90545,mud_sand,NEP,2012-11-13T00:00:00Z,2013-01-11T00:00:00Z,SPS_OBI,NOAA,119-1700,MW2885,2013-06-13T00:00:00Z,SumPCBs2x17,3.6,3.6,D,ng/g,wet,15.0408822970146,23.934766118837
MWPE,2013,Mytilus trossulus,SJF_PIAR,"Protection Is Aq Res, Thompson Spit",48.09669,-122.9394,cobble_sad,DNR Aq.Rs.,2012-11-13T00:00:00Z,2013-01-09T00:00:00Z,13SJF_PIAR-MTW01,NOAA,119-1751,MW2888,2013-07-16T00:00:00Z,SumPCBs2x17,3.7,0.9,"D,B",ng/g,wet,16.0244749462543,23.0896800825594
MWPE,2013,Mytilus trossulus,SJI_OINS,"N Shore, Orcas Is",48.7110166666666,-122.929211111111,cobble_sad,San Juan County MRC,2012-11-13T00:00:00Z,2013-01-09T00:00:00Z,13SJI_OINS-MTW01,NOAA,119-1753,MW2888,2013-07-16T00:00:00Z,SumPCBs2x17,3.8,1,"D,B",ng/g,wet,16.7171797734885,22.7311068702291
PSMM2016,2016,Mytilus trossulus,PSS13175-000047,"Cherry Point Aq Reserve, Birch Bay South",48.895633,-122.782483,cobble_gravel,RSMP/SAM,2015-10-27T00:00:00Z,2016-02-08T00:00:00Z,16RSMP047-MTW01,NOAA,119-3274,PS3341,2016-05-17T00:00:00Z,SumPCBs2x17,3.8,2.7,"D,B",ng/g,wet,16.57107008,22.9315305629315
MWPE,2013,Mytilus trossulus,CB_HYW8,Hylebos Waterway 8,47.2661,-122.370099,cobble_mud,TPCPHD,2012-11-14T00:00:00Z,2013-01-09T00:00:00Z,13CPS_HYW8-MTW01,NOAA,119-1622,MW2881,2013-05-22T00:00:00Z,SumPBDEs11,3.8,NA,D,ng/g,wet,14.6814625578796,25.8829798803698
MWPE,2013,Mytilus trossulus,CB_HYW4,Hylebos Waterway 4,47.26848,-122.37395,cobble,TPCPHD,2012-11-14T00:00:00Z,2013-01-09T00:00:00Z,13CPS_HYW4-MTW01,NOAA,119-1618,MW2881,2013-05-22T00:00:00Z,SumPBDEs11,3.82,NA,D,ng/g,wet,15.0408146771195,25.3975604513703
PSMM2016,2016,Mytilus trossulus,PSS13175-000697,"Browns Point, Wolverton",47.29824,-122.43684,cobble_gravel,Pierce County,2015-10-26T00:00:00Z,2016-02-06T00:00:00Z,16RSMP697-MTW01,NOAA,119-3294,PS3342,2016-05-25T00:00:00Z,SumPBDEs11,3.86,NA,D,ng/g,wet,17.06369757,22.6211229082396
MWPE,2013,Mytilus trossulus,CPS_CVP,"Colvos Pass, Olalla, Prospect Pt Bch",47.42329,-122.5365,cobble_sad,NEP,2012-11-14T00:00:00Z,2013-01-08T00:00:00Z,CPS_CVP,NOAA,119-1673,MW2884,2013-06-04T00:00:00Z,SumPCBs2x17,3.9,3.9,D,ng/g,wet,14.3172247844395,27.2399159663866
MWPE,2013,Mytilus trossulus,CB_HYW1,Hylebos Waterway 1,47.27041,-122.37717,cobble_mud,TPCPHD,2012-11-14T00:00:00Z,2013-01-09T00:00:00Z,13CPS_HYW1-MTW01,NOAA,119-1615,MW2881,2013-05-22T00:00:00Z,SumPBDEs11,3.92,NA,D,ng/g,wet,15.3233936435507,25.5818005540166
MWPE,2013,Mytilus trossulus,CB_HYW9,Hylebos Waterway 9,47.265336,-122.368869,cobble_mud,TPCPHD,2012-11-14T00:00:00Z,2013-01-09T00:00:00Z,13CPS_HYW9-MTW01,NOAA,119-1623,MW2881,2013-05-22T00:00:00Z,SumPBDEs11,3.92,NA,D,ng/g,wet,15.1315246969572,25.9061798365123
MWPE,2013,Mytilus trossulus,CB_HYW5,Hylebos Waterway 5,47.26802,-122.37315,cobble,TPCPHD,2012-11-14T00:00:00Z,2013-01-09T00:00:00Z,13CPS_HYW5-MTW01,NOAA,119-1619,MW2881,2013-05-22T00:00:00Z,SumPBDEs11,3.93,NA,D,ng/g,wet,14.9490685509773,26.2892633517496
PSMM2016,2016,Mytilus trossulus,PSS13175-000039,"Smith Cove, Terminal 91",47.632374,-122.378686,mud_sand,RSMP/SAM,2015-10-26T00:00:00Z,2016-02-09T00:00:00Z,16RSMP039-MTW01,NOAA,119-3270,PS3341,2016-05-17T00:00:00Z,SumPBDEs11,3.96,NA,"D,B",ng/g,wet,14.83203228,26.6989710192297
MWPE,2013,Mytilus trossulus,CB_HYW7,Hylebos Waterway 7,47.266767,-122.371174,cobble_mud,TPCPHD,2012-11-14T00:00:00Z,2013-01-09T00:00:00Z,13CPS_HYW7-MTW01,NOAA,119-1621,MW2881,2013-05-22T00:00:00Z,SumPBDEs11,4.04,NA,D,ng/g,wet,15.5826558265582,25.9262608695653
MWPE,2013,Mytilus sp.,WB_HPN,Hermosa Pt Natives,48.06175,-122.29294,cobble_sad,Tulalip Tribes,NA,2013-01-07T00:00:00Z,13WB_HPN-MXW01,NOAA,119-1929,MW2937,2013-10-30T00:00:00Z,SumPCBs2x17,4.1,1.9,"D,B",ng/g,wet,8.84055703332812,46.3771681415929
MWPE,2013,Mytilus trossulus,WB_PSWB,"Port Susan, Warm Bch",48.17051,-122.3669,mud_sand,Stillaguamish Clean Rvr District (Sean Edwards),2012-11-14T00:00:00Z,2013-01-07T00:00:00Z,13WB_PSWB-MTW01,NOAA,119-1756,MW2888,2013-07-16T00:00:00Z,SumPCBs2x17,4.1,1.3,"D,B",ng/g,wet,16.2725026473702,25.1958785249459
MWPE,2013,Mytilus trossulus,CPS_PDP,Pt Defiance Pk,47.31315,-122.52795,cobble_sad,NEP,2012-11-12T00:00:00Z,2013-01-09T00:00:00Z,CPS_PDP,NOAA,119-1678,MW2884,2013-06-04T00:00:00Z,SumPCBs2x17,4.1,4.1,D,ng/g,wet,14.9441918147995,27.43540802213
PSMM2016,2016,Mytilus trossulus,PSS13175-000031,"Eastsound, Fishing Bay",48.693867,-122.910589,cobble_gravel,RSMP/SAM,2015-10-26T00:00:00Z,2016-02-05T00:00:00Z,16RSMP031-MTW01,NOAA,119-3266,PS3341,2016-05-17T00:00:00Z,SumPCBs2x17,4.2,3.1,"D,B",ng/g,wet,18.47993478,22.727352937119
MWPE,2013,Mytilus trossulus,NPS_LSP,Larrabee St Pk,48.6422,-122.4857,sand,NEP,2012-11-13T00:00:00Z,2013-01-08T00:00:00Z,13NPS_LSP-MTW01,NOAA,119-1750,MW2888,2013-07-16T00:00:00Z,SumPCBs2x17,4.3,1.5,"D,B",ng/g,wet,15.3950722175021,27.9310154525387
PSMM2016,2016,Mytilus trossulus,WB_CB,Cavalero Beach Co. Park,48.174414,-122.475805,cobble_gravel (with sand),Stillaguamish Tribe,2015-10-26T00:00:00Z,2016-02-05T00:00:00Z,16WB_CB-MTW01,NOAA,119-3329,PS3344,2016-05-24T00:00:00Z,SumPCBs2x17,4.4,3.2,"D,B",ng/g,wet,13.47117794,32.6623255931842
PSMM2016,2016,Mytilus trossulus,CPS_SHLB,Shilshole Bay,47.67136,-122.40654,cobble_gravel,King County,2015-10-26T00:00:00Z,2016-02-10T00:00:00Z,16CPS_SHLB-MTW01,NOAA,119-3304,PS3343,2016-05-19T00:00:00Z,SumPBDEs11,4.41,NA,D,ng/g,wet,11.87566419,37.1347650913999
MWPE,2013,Mytilus trossulus,WB_PCB02,"Penn Cove, Pre-test Baseline 2",NA,NA,NA,NA,NA,NA,13WB_PCB-MTW02,NOAA,119-1828,MW2905,2013-06-27T00:00:00Z,SumPCBs2x17,4.5,3.1,"D,B",ng/g,wet,14.8528819024586,30.2971506105836
PSMM2016,2016,Mytilus trossulus,PSS13175-000025,Blair Waterway,47.27578,-122.41737,gravel_sand,RSMP/SAM,2015-10-28T00:00:00Z,2016-02-09T00:00:00Z,16RSMP025-MTW01,NOAA,119-3254,PS3340,2016-05-17T00:00:00Z,SumPBDEs11,4.52,NA,D,ng/g,wet,14.01869159,32.2426666638723
PSMM2016,2016,Mytilus trossulus,PSS13175-000030,Kitsap St Boat Launch,47.54156,-122.64034,gravel_sand,RSMP/SAM,2015-10-27T00:00:00Z,2016-02-10T00:00:00Z,16RSMP030-MTW01,NOAA,119-3265,PS3341,2016-05-17T00:00:00Z,SumPBDEs11,4.52,NA,"D,B,LOQ",ng/g,wet,15.35284296,29.4408013667327
MWPE,2013,Mytilus trossulus,SJI_CIAR2,"Cypress Is Aq Res, Strawberry Bay",48.5637,-122.7222,mud_sand,DNR Aq.Rs.,2012-11-13T00:00:00Z,2013-01-14T00:00:00Z,13NPS_CIAR2-MTW01,NOAA,119-1739,MW2887,2013-06-26T00:00:00Z,SumPCBs2x17,4.6,3.4,"D,B",ng/g,wet,15.5841417123576,29.5171853856564
MWPE,2013,Mytilus trossulus,NPS_CPAR4,"Cherry Pt Aq Res, 4 Conoco Phillips",48.82076,-122.71014,cobble_sad,DNR Aq.Rs.,2012-11-14T00:00:00Z,2013-01-09T00:00:00Z,13NPS_CPAR4-MTW01,NOAA,119-1748,MW2888,2013-07-16T00:00:00Z,SumPCBs2x17,4.6,1.8,"D,B",ng/g,wet,16.296787015568,28.2264227642278
MWPE,2013,Mytilus trossulus,CPS_DP,"Discovery Pk, West Pt",47.66233,-122.43596,cobble_sad,NEP,2012-11-12T00:00:00Z,2013-01-09T00:00:00Z,CPS_DP,NOAA,119-1676,MW2884,2013-06-04T00:00:00Z,SumPCBs2x17,4.6,4.6,D,ng/g,wet,14.9137222678718,30.8440771349863
MWPE,2013,Mytilus trossulus,CPS_RH,Richmond Highlands Bch,47.72948,-122.37368,cobble_sad,NEP,2012-11-15T00:00:00Z,2013-01-09T00:00:00Z,CPS_RH,NOAA,119-1681,MW2884,2013-06-04T00:00:00Z,SumPCBs2x17,4.6,4.6,D,ng/g,wet,13.9470782800441,32.9818181818182
MWPE,2013,Mytilus trossulus,SPS_TI,Totten Inlet,47.13268,-123.0216,mud_sand,NEP,2012-11-14T00:00:00Z,2013-01-07T00:00:00Z,SPS_TI,NOAA,119-2043,MW2967,2013-11-21T00:00:00Z,SumPCBs2x17,4.6,4.6,D,ng/g,wet,14.5993836671802,31.5081794195252
MWPE,2013,Mytilus trossulus,CB_CBSW,"Commencement Bay, Skookum Wuldge",47.289794711396,-122.409946415573,mud_sand,NEP,2012-11-13T00:00:00Z,2013-01-09T00:00:00Z,CPS_CBSW,NOAA,119-1931,MW2937,2013-10-30T00:00:00Z,SumPBDEs11,4.63,NA,"D,B,LOQ",ng/g,wet,13.724237098578,33.735937136205
MWPE,2013,Mytilus trossulus,CB_RW4,Tacoma Ruston Waterfront 4,47.2790900152176,-122.473749965429,mud_sand,TPCPHD,2012-11-13T00:00:00Z,2013-01-09T00:00:00Z,13CPS_RW4-MTW01,NOAA,119-1633,MW2882,2013-05-30T00:00:00Z,SumPCBs2x17,4.7,4.7,D,ng/g,wet,14.7469774849779,31.8709376534119
MWPE,2013,Mytilus trossulus,WB_PCB01,"Penn Cove, Pre-test Baseline 1",NA,NA,NA,NA,NA,NA,13WB_PCB-MTW01,NOAA,119-1827,MW2905,2013-06-27T00:00:00Z,SumPCBs2x17,4.7,3.3,"D,B",ng/g,wet,16.2118455629674,28.9911471321697
MWPE,2013,Mytilus trossulus,CPS_DM,Des Moines Marina City Bch Pk,47.4030555555555,-122.329166666666,cobble_sad,NEP,2012-11-14T00:00:00Z,2013-01-09T00:00:00Z,CPS_DM,NOAA,119-1675,MW2884,2013-06-04T00:00:00Z,SumPCBs2x17,4.7,4.7,D,ng/g,wet,14.1533114500868,33.2077762619375
MWPE,2013,Mytilus trossulus,NPS_BWL,"W Bellingham Bay, Lummi Nation",48.75095,-122.619283333333,mud_sand,NEP,2012-11-13T00:00:00Z,2013-01-08T00:00:00Z,13NPS_BWL-MTW01,NOAA,119-1737,MW2887,2013-06-26T00:00:00Z,SumPCBs2x17,4.8,3.6,"D,B",ng/g,wet,15.4848315652335,30.9980769230771
MWPE,2013,Mytilus trossulus,CB_RW1,Tacoma Ruston Waterfront 1,47.2809108998626,-122.476550443097,sand,TPCPHD,2012-11-13T00:00:00Z,2013-01-09T00:00:00Z,13CPS_RW1-MTW01,NOAA,119-1624,MW2881,2013-05-22T00:00:00Z,SumPCBs2x17,4.9,4.9,D,ng/g,wet,14.8887106476839,32.9108417508419
MWPE,2013,Mytilus trossulus,WB_HP,Hermosa Pt,48.06175,-122.29294,cobble_sad,NEP,2012-11-14T00:00:00Z,2013-01-07T00:00:00Z,13WB_HP-MTW01,NOAA,119-1825,MW2905,2013-06-27T00:00:00Z,SumPCBs2x17,4.9,3.5,"D,B",ng/g,wet,13.9577934098482,35.1058355437666
MWPE,2013,Mytilus trossulus,CPS_MASO,"Manchester, SWO",47.55622,-122.54281,cobble_mud,Kitsap Co. Public Works,2012-11-13T00:00:00Z,2013-01-08T00:00:00Z,13WPS_MASO-MTW01,NOAA,119-1768,MW2889,2013-07-22T00:00:00Z,SumPCBs2x17,5,4.29,"D,B",ng/g,wet,14.2806140664048,35.0125000000001
MWPE,2013,Mytilus trossulus,CPS_QMH,Quartermaster Hbr,47.40499,-122.4407,mud_sand,NEP,2012-11-12T00:00:00Z,2013-01-09T00:00:00Z,CPS_QMH,NOAA,119-1680,MW2884,2013-06-04T00:00:00Z,SumPCBs2x17,5,5,D,ng/g,wet,15.778771858479,31.688144329897
MWPE,2013,Mytilus trossulus,WB_OH,"Oak Hbr, Crescent Hbr",48.277616,-122.6595,mud,NEP,2012-11-14T00:00:00Z,2013-01-08T00:00:00Z,WB_OH,NOAA,119-1933,MW2937,2013-10-30T00:00:00Z,SumPCBs2x17,5,2.8,"D,B",ng/g,wet,15.3575989782886,32.5571725571726
PSMM2016,2016,Mytilus trossulus,CPS_SB,Salmon Bay,47.66631,-122.40179,mud_sand,WDFW,2015-10-26T00:00:00Z,2016-02-09T00:00:00Z,16CPS_SB-MTW01,NOAA,119-3320,PS3344,2016-05-24T00:00:00Z,SumPBDEs11,5.01,NA,"D,B,LOQ",ng/g,wet,11.66156415,42.9616467873223
PSMM2016,2016,Mytilus trossulus,HC_FP,Fisherman's Point,47.78221,-122.83443,cobble_gravel,WDFW,2015-10-26T00:00:00Z,2016-02-08T00:00:00Z,16HC_FP-MTW01,NOAA,119-3321,PS3344,2016-05-24T00:00:00Z,SumPCBs2x17,5.1,3.9,"D,B",ng/g,wet,16.75871263,30.4319318112205
PSMM2016,2016,Mytilus trossulus,PSS13175-000061,Dash Point Park,47.31965,-122.42694,gravel_sand,Pierce County,2015-10-26T00:00:00Z,2016-02-06T00:00:00Z,16RSMP061-MTW01,NOAA,119-3289,PS3342,2016-05-25T00:00:00Z,SumPCBs2x17,5.1,5.1,D,ng/g,wet,16.30134622,31.2857596616336
MWPE,2013,Mytilus trossulus,NPS_BLSC,"Bellingham Bay, Little Squalicum Crk",48.7639,-122.5175,cobble_sad,City of Bellingham,2012-11-13T00:00:00Z,2013-01-08T00:00:00Z,13NPS_BLSC-MTW01,NOAA,119-1736,MW2887,2013-06-26T00:00:00Z,SumPCBs2x17,5.2,4,"D,B",ng/g,wet,15.9612550010528,32.5788918205806
MWPE,2013,Mytilus trossulus,NPS_CIAR1,"Cypress Is Aq Res, Secret Hbr",48.55385,-122.68808,cobble_mud,DNR Aq.Rs.,2012-11-13T00:00:00Z,2013-01-14T00:00:00Z,13NPS_CIAR1-MTW01,NOAA,119-1738,MW2887,2013-06-26T00:00:00Z,SumPCBs2x17,5.2,4,"D,B",ng/g,wet,16.8534982605334,30.854128440367
MWPE,2013,Mytilus trossulus,WB_KP,Kayak Pt,48.13365,-122.36568,sand,NEP,2012-11-14T00:00:00Z,2013-01-07T00:00:00Z,13WB_KP-MTW01,NOAA,119-1826,MW2905,2013-06-27T00:00:00Z,SumPCBs2x17,5.2,3.8,"D,B",ng/g,wet,13.9004937333839,37.4087431693991
PSMM2016,2016,Mytilus trossulus,PSS13175-000004,Cherry Point North,48.85844,-122.74072,cobble_gravel,RSMP/SAM,2015-10-27T00:00:00Z,2016-02-08T00:00:00Z,16RSMP004-MTW01,NOAA,119-3231,PS3339,2016-04-27T00:00:00Z,SumPCBs2x17,5.2,3.5,"D,B",ng/g,wet,15.90342978,32.6973493889945
PSMM2016,2016,Mytilus trossulus,PSS13175-000008,Chimacum Creek delta,48.04902,-122.77225,mud_sand,RSMP/SAM,2015-10-27T00:00:00Z,2016-02-05T00:00:00Z,16RSMP008-MTW01,NOAA,119-3234,PS3339,2016-04-27T00:00:00Z,SumPCBs2x17,5.2,3.5,"D,B",ng/g,wet,15.81176471,32.8869047533405
MWPE,2013,Mytilus trossulus,WB_RP,"Holmes Hbr, Rocky Pt, Baby Is",48.09587,-122.5269,sand,NEP,2012-11-13T00:00:00Z,2013-01-10T00:00:00Z,13WB_RP-MTW01,NOAA,119-1757,MW2888,2013-07-16T00:00:00Z,SumPCBs2x17,5.3,2.5,"D,B",ng/g,wet,15.9953780125453,33.1345717234264
PSMM2016,2016,Mytilus trossulus,PSS13175-000018,Seahurst,47.463217,-122.369067,mud_sand,RSMP/SAM,2015-10-26T00:00:00Z,2016-02-09T00:00:00Z,16RSMP018-MTW01,NOAA,119-3248,PS3340,2016-05-17T00:00:00Z,SumPCBs2x17,5.3,5.3,D,ng/g,wet,15.677164,33.807135014981
PSMM2016,2016,Mytilus trossulus,WB_KP,Kayak Point,48.13389,-122.366,gravel_sand,Stillaguamish Tribe,2015-10-26T00:00:00Z,2016-02-05T00:00:00Z,16WB_KP-MTW01,NOAA,119-3330,PS3344,2016-05-24T00:00:00Z,SumPCBs2x17,5.3,4.1,"D,B",ng/g,wet,13.22876311,40.0642142876803
MWPE,2013,Mytilus trossulus,WPS_BSCB,"Bremerton Shipyard, Charleston Bch",47.55152,-122.66087,cobble_sad,NEP,2012-11-14T00:00:00Z,2013-01-08T00:00:00Z,13WPS_BSCB-MTW01,NOAA,119-1759,MW2888,2013-07-16T00:00:00Z,SumPBDEs11,5.38,NA,D,ng/g,wet,15.4159486135046,34.8989227642277
PSMM2016,2016,Mytilus trossulus,NPS_DHCC,"Drayton Harbor, California Creek",48.962083,-122.7327,cobble_gravel,Whatcom County MRC,2015-10-27T00:00:00Z,2016-02-08T00:00:00Z,16NPS_DHCC-MTW01,NOAA,119-3328,PS3344,2016-05-24T00:00:00Z,SumPCBs2x17,5.4,4.2,"D,B",ng/g,wet,16.11407576,33.5110749162818
MWPE,2013,Mytilus trossulus,SPS_TSP,Tolmie St Pk,47.121988,-122.772879,mud_sand,NEP,2012-11-12T00:00:00Z,2013-01-08T00:00:00Z,13SPS_TSP-MTW01,NOAA,119-1822,MW2905,2013-06-27T00:00:00Z,SumPCBs2x17,5.5,4.1,"D,B",ng/g,wet,14.6674468500097,37.4980053191491
MWPE,2013,Mytilus trossulus,WB_PCB06,"Penn Cove, Pre-test Baseline 6",NA,NA,NA,NA,NA,NA,13WB_PCB-MTW06,NOAA,119-1832,MW2905,2013-06-27T00:00:00Z,SumPCBs2x17,5.5,4.1,"D,B",ng/g,wet,16.0874089490114,34.1882276843468
PSMM2016,2016,Mytilus trossulus,PSS13175-000161,"Purdy, Dexters",47.385658,-122.627255,mud_sand,Pierce County,2015-10-26T00:00:00Z,2016-02-06T00:00:00Z,16RSMP161-MTW01,NOAA,119-3290,PS3342,2016-05-25T00:00:00Z,SumPCBs2x17,5.6,5.6,D,ng/g,wet,17.1469355,32.6588969789966
MWPE,2013,Mytilus trossulus,NPS_CPAR3,"Cherry Pt Aq Res, 3 Alcoa-BP",48.85459,-122.72732,cobble_sad,SSA Marine,2012-11-14T00:00:00Z,2013-01-09T00:00:00Z,13NPS_CPAR3-MTW01,NOAA,119-1747,MW2888,2013-07-16T00:00:00Z,SumPCBs2x17,5.7,2.9,"D,B",ng/g,wet,15.0823827629911,37.79243697479
MWPE,2013,Mytilus trossulus,CPS_SQSO,"Suquamish, SWO",47.7296079,-122.5506191,cobble_sad,Kitsap Co. Public Works,2012-11-13T00:00:00Z,2013-01-08T00:00:00Z,13WPS_SQSO-MTW01,NOAA,119-1771,MW2889,2013-07-22T00:00:00Z,SumPCBs2x17,5.7,4.99,"D,B",ng/g,wet,15.9622886866059,35.7091649694503
PSMM2016,2016,Mytilus trossulus,PSS13175-000025,Blair Waterway,47.27578,-122.41737,gravel_sand,RSMP/SAM,2015-10-28T00:00:00Z,2016-02-09T00:00:00Z,16RSMP025-MTW01,NOAA,119-3254,PS3340,2016-05-17T00:00:00Z,SumPCBs2x17,5.7,5.7,D,ng/g,wet,14.01869159,40.6599999964761
MWPE,2013,Mytilus trossulus,CB_CBTF,Thea Foss Waterway,47.2593452688306,-122.434773445129,rock,NEP,2012-11-13T00:00:00Z,2013-01-09T00:00:00Z,CPS_CBTF,NOAA,119-1672,MW2884,2013-06-04T00:00:00Z,SumPCBs2x17,5.7,5.7,D,ng/g,wet,15.1048088779284,37.7363265306125
MWPE,2013,Mytilus trossulus,CPS_EF,Edmonds Ferry,47.8141833333333,-122.38215,sand,NEP,2012-11-14T00:00:00Z,2013-01-07T00:00:00Z,13WB_EF-MTW01,NOAA,119-1823,MW2905,2013-06-27T00:00:00Z,SumPCBs2x17,6,4.6,"D,B",ng/g,wet,15.4302670623145,38.8846153846155
PSMM2016,2016,Mytilus trossulus,PSS13175-000353,"Purdy, Nicholson",47.37608,-122.62493,gravel_sand,Pierce County,2015-10-26T00:00:00Z,2016-02-06T00:00:00Z,16RSMP353-MTW01,NOAA,119-3291,PS3342,2016-05-25T00:00:00Z,SumPCBs2x17,6,6,D,ng/g,wet,16.38366223,36.6218487403472
